id	context	en	fr	de	es	ja	pt	ru	zh
property_input_negative_action	a label for the setting which specifies which input action from the player this component should respond to in a negative direction	INPUT NEGATIVE	ENTRÉE NÉGATIVE	NEGATIV EINSTELLEN	ENTRADA NEGATIVA	入力負	ENTRADA NEGATIVA	ВХОД ОТРИЦАТЕЛЬНЫЙ	输入负
property_tilt_pitch	a label for the setting which specifies the rotation of the component around the lateral (left-right) axis	TILT PITCH	INCLINAISON, ANGLEMENT	NEIGEN	INCLINACIÓN CABECEO	チルト ピッチ	INCLINAR PITCH	НАКЛОН ТАНГАЖ	倾斜俯仰
property_tilt_yaw	a label for the setting which specifies the rotation of the component around the vertical (up-down) axis	TILT YAW	INCLINAISON, LACET	GIEREN	INCLINACIÓN GUIÑADA	チルトヨー	INCLINAR GUIA	НАКЛОН РЫСКАНИЕ	倾斜偏航
property_gear_count	a label for the setting which specifies the number of gears this throttle can output a value for	GEAR COUNT	COMPTAGE DES RAPPORTS	ZAHL DER GETRIEBE	ENGRANAJE CONTAR	ギア数	ENGRENAGEM CONTAR	КОЛИЧЕСТВО ПЕРЕДАЧ	齿轮计数
property_sticky	a label for the setting which specifies if a throttle maintains its position or returns to its neutral position after the player stops interacting with it	STICKY	SÉPARÉ	KLEBRIG	PEGAJOSO	スティッキー	PEGOSO	ЛИПКИЙ	粘性
property_power	a label for the setting which specifies the level of power output by an electrical component	POWER						МОЩНОСТЬ	
property_sound_effect	a label for the setting which specifies the audio effect that the component uses	SOUND EFFECT						ЗВУКОВОЙ ЭФФЕКТ	
property_min	a label for the setting which specifies the minimum value in a range of values	MIN						МИН	
property_max	a label for the setting which specifies the maximum value in a range of values	MAX						МАКС	
property_sensitivity_yaw	a label for the setting which specifies the sensitivity of the pilot seat yaw control	YAW SENSITIVITY						ЧУВСТВИТЕЛЬНОСТЬ РЫСКАНИЯ	
property_sensitivity_pitch	a label for the setting which specifies the sensitivity of the pilot seat pitch control	PITCH SENSITIVITY						ЧУВСТВИТЕЛЬНОСТЬ ТАНГАЖА	
property_sensitivity_roll	a label for the setting which specifies the sensitivity of the pilot seat roll control	ROLL SENSITIVITY						ЧУВСТВИТЕЛЬНОСТЬ КРЕНА	
property_sensitivity_steering	a label for the setting which specifies the sensitivity of the steering wheel control	STEERING SENSITIVITY						ЧУВСТВИТЕЛЬНОСТЬ РУЛЯ	
property_sensitivity_pedal_l	a label for the setting which specifies the sensitivity of the drivers left pedal	L PEDAL SENSITIVITY						ЧУВСТВИТЕЛЬНОСТЬ ЛЕВОЙ ПЕДАЛИ	
property_sensitivity_pedal_r	a label for the setting which specifies the sensitivity of the drivers right wheel	R PEDAL SENSITIVITY						ЧУВСТВИТЕЛЬНОСТЬ ПРАВОЙ ПЕДАЛИ	
property_blade_count	a label for the setting which specifies the number of blades on a rotor	BLADE COUNT						КОЛИЧЕСТВО ЛОПАСТЕЙ	
property_blade_length	a label for the setting which specifies the length of blades on a rotor	BLADE LENGTH						ДЛИНА ЛОПАСТЕЙ	
property_traverse_limit_left	a label for the setting which specifies the left traverse limit of a weapon pintle mount	TRAVERSE LIMIT LEFT						ПРЕДЕЛ ПОВОРОТА ВЛЕВО	
property_traverse_limit_right	a label for the setting which specifies the right traverse limit of a weapon pintle mount	TRAVERSE LIMIT RIGHT						ПРЕДЕЛ ПОВОРОТА ВПРАВО	
property_elevation_limit_down	a label for the setting which specifies the down elevation limit of a weapon pintle mount	ELEVATION LIMIT DOWN						ПРЕДЕЛ НАКЛОНА ВНИЗ	
property_elevation_limit_up	a label for the setting which specifies the up elevation limit of a weapon pintle mount	ELEVATION LIMIT UP						ПРЕДЕЛ НАКЛОНА ВВЕРХ	
property_input	a label for the setting which specifies the input value	INPUT						ВХОД	
property_output	a label for the setting which specifies the output value	OUTPUT						ВЫХОД	
property_gear_ratio_1	a label for the setting which sets the ratio for gear 1 in the format x:1	GEAR 1 RATIO						ПЕРЕДАТОЧНОЕ ЧИСЛО 1	
property_gear_ratio_2	a label for the setting which sets the ratio for gear 2 in the format x:1	GEAR 2 RATIO						ПЕРЕДАТОЧНОЕ ЧИСЛО 2	
property_gear_ratio_3	a label for the setting which sets the ratio for gear 3 in the format x:1	GEAR 3 RATIO						ПЕРЕДАТОЧНОЕ ЧИСЛО 3	
property_gear_ratio_4	a label for the setting which sets the ratio for gear 4 in the format x:1	GEAR 4 RATIO						ПЕРЕДАТОЧНОЕ ЧИСЛО 4	
property_gear_ratio_5	a label for the setting which sets the ratio for gear 5 in the format x:1	GEAR 5 RATIO						ПЕРЕДАТОЧНОЕ ЧИСЛО 5	
property_gear_ratio_6	a label for the setting which sets the ratio for gear 6 in the format x:1	GEAR 6 RATIO						ПЕРЕДАТОЧНОЕ ЧИСЛО 6	
property_gear_ratio_7	a label for the setting which sets the ratio for gear 7 in the format x:1	GEAR 7 RATIO						ПЕРЕДАТОЧНОЕ ЧИСЛО 7	
property_gear_ratio_8	a label for the setting which sets the ratio for gear 8 in the format x:1	GEAR 8 RATIO						ПЕРЕДАТОЧНОЕ ЧИСЛО 8	
property_audio_radius	a label for the setting which controls the radius that sound from a component can be heard at	RADIUS						РАДИУС	
property_stiffness	a label for the setting which controls the stiffness of a wheel's suspension	STIFFNESS						ЖЁСТКОСТЬ	
property_damping	a label for the setting which controls the damping of a wheel's suspension	DAMPING						ДЕМПФИРОВАНИЕ	
property_illuminated	a label allowing a player to set the illumination state of a component	ILLUMINATED						ПОДСВЕТКА	
lost_connection_title	a title summarising that the user lost connection with the server	LOST CONNECTION	CONNEXION PERDUE	VERBINDUNG VERLOREN	CONEXIÓN PERDIDA	接続が失われました	CONEXÃO PERDIDA	ПОТЕРЯНО СОЕДИНЕНИЕ	失去连接
failed_to_connect_title	a title summarising that the user was unable to connect to the server	FAILED TO CONNECT	ÉCHEC DE CONNEXION	VERBINDUNG FEHLGESCHLAGEN	NO SE PUDO CONECTAR	接続に失敗しました	FALHA NA CONEXÃO	НЕ УДАЛОСЬ ПОДКЛЮЧИТЬСЯ	连接失败
new_game_creative_mode	a label for a setting which determines if a new game allows the player to have infinite resources in certain places or not	CREATIVE MODE						ТВОРЧЕСКИЙ РЕЖИМ	
invalid_invite_title	a title summarising that the user has tried to connect to a server using invalid data	INVALID INVITE CODE						НЕВЕРНЫЙ КОД ПРИГЛАШЕНИЯ	
failed_to_create_client_title	a title summarising that a client was not sucessfully created	FAILED TO CREATE CLIENT						НЕ УДАЛОСЬ СОЗДАТЬ КЛИЕНТ	
client_destroyed_title	a title summarising that a client no longer exists	CLIENT DESTROYED						КЛИЕНТ УНИЧТОЖЕН	
microcontroller_title	a title for the screen which displays the interface to edit a microcontroller	MICROCONTROLLER						МИКРОКОНТРОЛЛЕР	
microcontroller_undo	a label for a button which undoes the previous action	Undo						Отменить	
microcontroller_redo	a label for a button which reapplies a change which was undone by the undo button	Redo						Повторить	
microcontroller_pause	a label for a button which pauses the execution of the script in the microcontroller	Pause						Пауза	
microcontroller_resume	a label for a button which resumes the execution of the script in the microcontroller	Resume						Продолжить	
microcontroller_step_over	a label for a button which executes one line of code while debugging without going into any function invoked by that line	Step Over						Шаг с обходом	
microcontroller_step_in	a label for a button which executes one line of code while debugging and goes into any function which may be invoked in that line	Step In						Шаг с заходом	
microcontroller_step_out	a label for a button which moves control while debugging back to the line that called the current function via its return	Step Out						Шаг с выходом	
microcontroller_save	a label for a button which saves the current configuration of the microcontroller	Save						Сохранить	
microcontroller_load	a label for a button which loads a configuration into the microcontroller	Load						Загрузить	
loading_message	a message that appears on the screen explaining that the game data is being loaded	LOADING...						ЗАГРУЗКА...	
connecting_message	a message that appears on the screen explaining that the client is attempting to connect to the server	CONNECTING...						ПОДКЛЮЧЕНИЕ...	
waiting_for_connection_message	a message that appears on the screen explaining that the client is waiting for a connection to the server	WAITING FOR CONNECTION...						ОЖИДАНИЕ ПОДКЛЮЧЕНИЯ...	
notification_unlock_item_title	a title for the notification popup when the player unlocks a new item	ITEM UNLOCKED						ПРЕДМЕТ РАЗБЛОКИРОВАН	
notification_tutorial_title	a title for the notification popup when displaying the tutorial	ONBOARDING						ОБУЧЕНИЕ	
notification_tutorial_pick_up_manual	a description of a tutorial step where the player must pick up a manual	Pick up the Game Manual						Подберите игровое руководство	
notification_tutorial_open_inventory	a description of a tutorial step where the player must open the inventory	Open the Inventory						Откройте инвентарь	
notification_tutorial_move_manual_into_hotbar	a description of a tutorial step where the player must move the manual to the hotbar	Move the Game Manual to the hotbar						Переместите руководство на панель быстрого доступа	
notification_tutorial_scroll_onto_manual	a description of a tutorial step where the player must select the manual on the hotbar	Select the Game Manual on the hotbar						Выберите руководство на панели быстрого доступа	
notification_tutorial_change_manual_page	a description of a tutorial step where the player must change the page in the game manual	Change the page in the Game Manual						Перелистните страницу в руководстве	
item_category_none	a label for a box containing unsorted items	MISCELLANEOUS						РАЗНОЕ	
item_category_wearable_hat	a label for a box containing items which are worn on the top of the head	HATS						ГОЛОВНЫЕ УБОРЫ	
item_category_wearable_body	a label for a box containing items which are worn on the torso	TOPS						ОДЕЖДА (ВЕРХ)	
item_category_wearable_back	a label for a box containing items which are worn on the back	BACKPACK						РЮКЗАКИ	
item_category_wearable_legs	a label for a box containing items which are worn on the legs	TROUSERS						ШТАНЫ	
item_category_wearable_feet	a label for a box containing items which are worn on the feet	SHOES						ОБУВЬ	
item_category_wearable_head	a label for a box containing items which are worn on the face	MASKS						МАСКИ	
item_category_wearable_eyes	a label for a box containing items which are worn over the eyes	GLASSES						ОЧКИ	
item_category_wearable_ears	a label for a box containing items which are worn on the ears	EARWEAR						НА УШИ	
item_category_wearable_neck	a label for a box containing items which are worn around the neck	NECKWEAR						НА ШЕЮ	
item_category_wearable_body_over	a label for a box containing items which are worn over a top	VESTS						ЖИЛЕТЫ	
item_category_wearable_hands	a label for a box containing items which are worn on the hands	GLOVES						ПЕРЧАТКИ	
item_category_item_food_and_drink	a label for a box containing food and drink items	FOOD & DRINK						ЕДА И НАПИТКИ	
item_category_item_medical	a label for a box containing medicinal items	MEDICAL						МЕДИЦИНА	
item_category_item_accessory	a label for a box containing items which can be attached to a vehicle component	ACCESSORY COMPONENTS						АКСЕССУАРЫ	
item_category_item_paint	a label for a box containing paint tools	PAINT TOOLS						ИНСТРУМЕНТЫ ПОКРАСКИ	
item_category_item_vehicle_editor	a label for a box containing tools for editing vehicles	VEHICLE EDITING TOOLS						ИНСТРУМЕНТЫ РЕДАКТИРОВАНИЯ ТРАНСПОРТА	
item_category_item_weapon	a label for a box containing weapon items and their attachments	WEAPON ITEMS						ОРУЖИЕ	
item_category_item_storage	a label for a box containing pouches, sheaths and holsters	STORAGE ITEMS						ПРЕДМЕТЫ ХРАНЕНИЯ	
item_category_component_aircraft	a label for a box containing vehicle components relating to aircraft	AIRCRAFT COMPONENTS						АВИАКОМПОНЕНТЫ	
item_category_component_connector	a label for a box containing vehicle components relating to connecting vehicles	CONNECTOR COMPONENTS						СОЕДИНИТЕЛЬНЫЕ КОМПОНЕНТЫ	
item_category_component_control	a label for a box containing vehicle components relating to controlling a vehicle	CONTROL COMPONENTS						КОМПОНЕНТЫ УПРАВЛЕНИЯ	
item_category_component_data	a label for a box containing vehicle components that interact with the data system	DATA COMPONENTS						КОМПОНЕНТЫ ДАННЫХ	
item_category_component_decorative	a label for a box containing vehicle components relating to decorating a vehicle	DECORATIVE COMPONENTS						ДЕКОРАТИВНЫЕ КОМПОНЕНТЫ	
item_category_component_electric	a label for a box containing vehicle components relating to managing electrical power	ELECTRIC COMPONENTS						ЭЛЕКТРИЧЕСКИЕ КОМПОНЕНТЫ	
item_category_component_engine	a label for a box containing vehicle components relating to engines	ENGINE COMPONENTS						КОМПОНЕНТЫ ДВИГАТЕЛЯ	
item_category_component_gas	a label for a box containing vehicle components relating to managing gases	GAS COMPONENTS						ГАЗОВЫЕ КОМПОНЕНТЫ	
item_category_component_hydraulic	a label for a box containing vehicle components relating to hydraulics	HYDRAULIC COMPONENTS						ГИДРАВЛИЧЕСКИЕ КОМПОНЕНТЫ	
item_category_component_interface	a label for a box containing vehicle components which take inputs from and display outputs to the player.	INTERFACE COMPONENTS						ИНТЕРФЕЙСНЫЕ КОМПОНЕНТЫ	
item_category_component_light	a label for a box containing vehicle components which emit light	LIGHT COMPONENTS						ОСВЕТИТЕЛЬНЫЕ КОМПОНЕНТЫ	
item_category_component_liquid	a label for a box containing vehicle components relating to managing liquids	LIQUID COMPONENTS						ЖИДКОСТНЫЕ КОМПОНЕНТЫ	
item_category_component_mechanical	a label for a box containing vehicle components which use, generate and transmit mechanical power	MECHANICAL COMPONENTS						МЕХАНИЧЕСКИЕ КОМПОНЕНТЫ	
item_category_component_radio	a label for a box containing vehicle components relating to transmitting and receiving data	RADIO COMPONENTS						РАДИОКОМПОНЕНТЫ	
item_category_component_sensor	a label for a box containing vehicle components which measure and detect values	SENSOR COMPONENTS						КОМПОНЕНТЫ ДАТЧИКОВ	
item_category_component_sound	a label for a box containing vehicle components relating to sounds	SOUND COMPONENTS						ЗВУКОВЫЕ КОМПОНЕНТЫ	
item_category_component_storage	a label for a box containing vehicle components relating to storing items	STORAGE COMPONENTS						КОМПОНЕНТЫ ХРАНЕНИЯ	
item_category_component_torque	a label for a box containing vehicle components which transmit torque	TORQUE COMPONENTS						КОМПОНЕНТЫ КРУТЯЩЕГО МОМЕНТА	
item_category_component_weapon	a label for a box containing vehicle components relating to weaponry	WEAPON COMPONENTS						ОРУЖЕЙНЫЕ КОМПОНЕНТЫ	
item_category_component_wheel	a label for a box containing vehicle components relating to wheels	WHEEL COMPONENTS						КОЛЁСНЫЕ КОМПОНЕНТЫ	
item_category_component_building	a label for a box containing building pieces such as walls and floors	BUILDING COMPONENTS						СТРОИТЕЛЬНЫЕ КОМПОНЕНТЫ	
item_category_component_furniture	a label for a box containing building furniture components	FURNITURE						МЕБЕЛЬ	
script_element_whitespace	a label for a script block in a visual programming language. this block adds whitespace to the code	whitespace	espace	Leerzeichen	espacio en blanco	空白	espaço em branco	пробел	空格
script_element_comment	a label for a script block in a visual programming language. this block adds a comment to the code	comment	commentaire	Kommentar	comentario	コメント	comentário	комментарий	注释
script_element_integer	a label for a script block in a visual programming language. this block represents an integer value	integer	entier	Ganzzahl	entero	整数	inteiro	целое	整数
script_element_fractional	a label for a script block in a visual programming language. this block represents a float value	fractional	fraction	Fließkommazahl	número fraccionario	小数	fracionário	дробное число	小数
script_element_string	a label for a script block in a visual programming language. this block represents a string value	string	chaîne	Zeichenkette	cadena	文字列	cadeia de caracteres	строка	字符串
script_element_boolean	a label for a script block in a visual programming language. this block represents a boolean value	boolean	booléen	boolesch	booleano	ブール値	booleano	булев	布尔值
script_element_define_type	a label for a script block in a visual programming language. this block defines a new value type. the first gap (###) is the name of the new type	define ###	définir ###	definiere ###	definir ###	関数 ### を定義	definir ###	определить ###	定义 ###
script_element_create_member	a label for a script block in a visual programming language. this block defines a new member for a type. the first gap (###) is the type of the new member and the second gap (###) is the name of the new member	create member ### named ###	créer membre ### nommé ###	erstelle Mitglied ### namens ###	crear miembro ### llamado ###	###という名前のメンバーを作成	criar membro ### chamado ###	создать член ### с именем ###	创建名为 ### 的成员 ###
script_element_event_on_tick	a label for a script block in a visual programming language. this block defines an event which happens every tick	on tick	à chaque tick	bei Tick	en tick	各ティックで	a cada tick	каждое тиканье	在每次滴答时
script_element_event_on_render	a label for a script block in a visual programming language. this block defines an event which happens every frame	on render						при отрисовке	
script_element_define_function	a label for a script block in a visual programming language. this block defines a new function. the first gap (###) is the name of the new function	define ###	définir la fonction ###	Funktion ### definieren	definir la función ###	関数 ### を実行	definir função ###	определить функцию ###	定义函数 ###
script_element_execute_function	a label for a script block in a visual programming language. this block calls a function. the first gap (###) is the name of the function followed by the parameters	execute ###	exécuter ###	Funktion ### ausführen	ejecutar ###	パラメータ ### を作成	executar função ###	выполнить функцию ###	执行函数 ###
script_element_create_parameter	a label for a script block in a visual programming language. this block creates a new parameter for a function. the first gap (###) is the type of the new parameter and the second gap (###) is the name of the new parameter	create parameter ### named ###	créer un paramètre ### nommé ###	Parameter ### mit dem Namen ### erstellen	crear parámetro ### llamado ###	###の場合	criar parâmetro ### chamado ###	создать параметр ### с именем ###	创建类型为 ###、名称为 ### 的参数
script_element_if	a label for a script block in a visual programming language. this block starts an if conditional block. the first gap (###) is the condition of the block	if ###	si ###	wenn ###	si ###	それ以外の場合 ###	se ###	если ###	如果 ###
script_element_else_if	a label for a script block in a visual programming language. this block starts an else if conditional block. the first gap (###) is the condition of the block	else if ###	sinon si ###	sonst wenn ###	si no si ###	または	senão se ###	иначе если ###	否则如果 ###
script_element_else	a label for a script block in a visual programming language. this block starts an else conditional block	else	sinon	sonst	sino	###を繰り返す	senão	иначе	否则
script_element_repeat	a label for a script block in a visual programming language. this block starts a repeat conditional block which executes as many times as the condition states. the first gap (###) is the condition of the block	repeat ###	répéter ###	wiederhole ###	repetir ###	###の間	repetir ###	повторить ###	重复 ###
script_element_foreach	a label for a script block in a visual programming language. this block starts a for each conditional block which loops a number of times equal to the length of a list. the first gap (###) is the list that the block is operating over	foreach item in ###	pour chaque ###	für jedes ###	para cada ###	###という名前の ### を作成	para cada ###	для каждого ###	遍历 ###
script_element_create_variable	a label for a script block in a visual programming language. this block creates a new variable. the first gap (###) is the type of the new variable and the second gap (###) is the name of the new variable	create ### named ###	créer ### nommé ###	erstelle ### namens ###	crear ### llamado ###	###を###に設定	criar ### chamado ###	создать ### с именем ###	创建名为 ### 的 ###
script_element_variable_set	a label for a script block in a visual programming language. this block sets the value of a variable. the first gap (###) is the name of the variable and the second gap (###) is the value that the variable is set to	set ### to ###	définir ### à ###	setze ### auf ###	asignar ### a ###	###のリストを作成	definir ### como ###	установить ### как ###	将 ### 设为 ###
script_element_create_list	a label for a script block in a visual programming language. this block creates a new variable list. the first gap (###) is the type of the new variable list and the second gap (###) is the name of the new variable list	create list of ### named ###	créer liste de ### nommée ###	erstelle Liste von ### namens ###	crear lista de ### llamada ###	###をリストに追加	criar lista de ### chamada ###	создать список из ### с именем ###	创建名为 ### 的 ### 列表
script_element_list_add	a label for a script block in a visual programming language. this block adds a new element to the end of a list. the first gap (###) is the value to add to the list and the second gap (###) is the name of the list	add ### to list ###	ajouter ### à la liste ###	füge ### zur Liste ### hinzu	añadir ### a la lista ###	リストからインデックス ### の要素を削除	adicionar ### à lista ###	добавить ### в список ###	将 ### 添加到 列表 ###
script_element_list_remove	a label for a script block in a visual programming language. this block removes an element at an index in a list. the first gap (###) is the name of the list and the second gap (###) is index where the element should be removed	remove from list ### at index ###	supprimer de la liste ### à l’index ###	entferne aus Liste ### bei Index ###	quitar de la lista ### en índice ###	リストをクリア	remover da lista ### no índice ###	удалить из списка ### по индексу ###	从 列表 ### 在 索引 ### 删除
script_element_list_clear	a label for a script block in a visual programming language. this block clears all the elements from a list. the first gap (###) is the name of the list	clear list ###	vider la liste ###	lösche Liste ###	vaciar lista ###	リストのインデックス ### に ### を挿入	limpar lista ###	очистить список ###	清空 列表 ###
script_element_list_insert	a label for a script block in a visual programming language. this block adds a new element to a list at an index. the first gap (###) is the value to add to the list, the second gap (###) is the index where the element should be inserted and the third gap (###) is the name of the list	insert ### at index ### of list ###	insérer ### à l’index ### de la liste ###	füge ### bei Index ### in Liste ### ein	insertar ### en la lista ### en el índice ###	新しい整数	inserir ### no índice ### da lista ###	вставить ### по индексу ### в список ###	在 列表 ### 的 索引 ### 插入 ###
script_element_new_integer	a label for a script block in a visual programming language. this block creates a new constant integer value	new integer	nouvel entier	neue Ganzzahl	nuevo entero	新しい小数	novo inteiro	новое целое	新整数
script_element_new_fractional	a label for a script block in a visual programming language. this block creates a new constant float value	new fractional	nouvelle fraction	neue Gleitkommazahl	nuevo número fraccionario	新しい文字列	nova fração	новое дробное	新小数
script_element_new_string	a label for a script block in a visual programming language. this block creates a new constant string value	new string	nouvelle chaîne	neue Zeichenkette	nueva cadena	真	nova cadeia	новая строка	新字符串
script_element_true	a label for a script block in a visual programming language. this block represents a constant true value	true	vrai	wahr	verdadero	偽	verdadeiro	правда	真
script_element_false	a label for a script block in a visual programming language. this block represents a constant false value	false	faux	falsch	falso	余り	falso	ложь	假
script_element_operation_mod	a label for a script block in a visual programming language. this block performs the modulo operation	mod	modulo	Modulo	módulo	かつ	módulo	мод	求模
script_element_operation_and	a label for a script block in a visual programming language. this block performs the logical and operation	and	et	und	y	または	e	и	与
script_element_operation_or	a label for a script block in a visual programming language. this block performs the logical or operation	or	ou	oder	o	含む	ou	или	或者
script_element_operation_contains	a label for a script block in a visual programming language. this block returns if a list contains a particular value	contains	contient	enthält	contiene	非 ###	contém	содержит	包含
script_element_operation_not	a label for a script block in a visual programming language. this block performs the logical not operation. the first gap (###) is a value	not ###	non ###	nicht ###	no ###	abs ###	não ###	не ###	非 ###
script_element_operation_abs	a label for a script block in a visual programming language. this block returns the absolute value of a value. the first gap (###) is a value	abs ###	abs ###	abs ###	abs ###	floor ###	abs ###	abs ###	abs ###
script_element_operation_floor	a label for a script block in a visual programming language. this block performs the floor function on a value. the first gap (###) is a value	floor ###	plancher ###	floor ###	suelo ###	ceil ###	floor ###	floor ###	floor ###
script_element_operation_ceil	a label for a script block in a visual programming language. this block performs the ceiling function on a value. the first gap (###) is a value	ceil ###	plafond ###	ceil ###	techo ###	round ###	ceil ###	ceil ###	ceil ###
script_element_operation_round	a label for a script block in a visual programming language. this block rounds a value to the nearest integer. the first gap (###) is a value	round ###	arrondir ###	runde ###	redondear ###	sqrt ###	round ###	round ###	round ###
script_element_operation_sqrt	a label for a script block in a visual programming language. this block performs square root on a value. the first gap (###) is a value	sqrt ###	racine ###	sqrt ###	raíz cuadrada ###	###の長さ	sqrt ###	sqrt ###	sqrt ###
script_element_operation_length	a label for a script block in a visual programming language. this block gets the length of a list. the first gap (###) is the name of the list	length of ###	longueur de ###	Länge von ###	longitud de ###	###から###までランダム	comprimento de ###	длина ###	### 的 长度
script_element_operation_random	a label for a script block in a visual programming language. this block returns a random value between two other values. the first gap (###) is a value and the second gap (###) is another value	random from ### to ###	aléatoire de ### à ###	zufällig von ### bis ###	aleatorio de ### a ###	リストのインデックス ### の要素	aleatório de ### a ###	случайное от ### до ###	从 ### 到 ### 随机
script_element_operation_list_access	a label for a script block in a visual programming language. this block gets the element at an index in a list. the first gap (###) is the index and the second gap (###) is the name of the list	item at index ### of list ###	élément à l’index ### de la liste ###	Element an Index ### der Liste ###	elemento en índice ### de la lista ###	リスト###のインデックス###の要素	item no índice ### da lista ###	элемент по индексу ### в списке ###	列表 ### 索引 ### 处的 项目
script_element_operation_to_integer	a label for a script block in a visual programming language. this block that converts from a float to an integer	to integer						в целое	
script_element_operation_to_fractional	a label for a script block in a visual programming language. this block that converts from an integer to a float	to fractional						в дробное	
script_element_create_component_ouput	a label for a script block in a visual programming language. this block creates a new output variable that other components can access. the first gap (###) is the type of the new variable and the second gap (###) is the name of the new variable	create output ### named ###						создать выход ### с именем ###	
script_element_create_component_input	a label for a script block in a visual programming language. this block creates a new input variable that other components can access. the first gap (###) is the type of the new variable and the second gap (###) is the name of the new variable	create input ### named ###						создать вход ### с именем ###	
script_error_load_failed_incorrect_syntax	an error message for a visual scripting language programming block which explains the script has not loaded correctly due to some syntax errors in the source	Failed to load correctly - syntax errors are present in the script source						Не удалось загрузить — в исходнике скрипта есть синтаксические ошибки	
script_error_defined_in_incorrect_scope	an error message for a visual scripting language programming block which explains that block is currently in an invalid place	Element is in invalid position						Элемент в недопустимой позиции	
script_error_type_not_set_on_member	an error message for a visual scripting language programming block which explains that the type has not been set on a member of a type	Type not set on member						Не задан тип у члена	
script_error_member_not_defined_at_start_of_block	an error message for a visual scripting language programming block which explains that create member block should be at start of current scope	Create member isn't at start of define type						Блок создания члена не в начале определения типа	
script_error_type_not_set_on_parameter	an error message for a visual scripting language programming block which explains that the type has not been set on a parameter of a function	Type not set on parameter						Не задан тип у параметра	
script_error_parameter_not_defined_at_start_of_block	an error message for a visual scripting language programming block which explains that create parameter block should be at start of current scope	Create parameter isn't at start of define function						Блок создания параметра не в начале определения функции	
script_error_missing_element	an error message for a visual scripting language programming block which explains that an element is missing	Element missing						Отсутствует элемент	
script_error_expected_type_value	an error message for a visual scripting language programming block which explains that a type value is expected	Expecting a type value						Ожидается значение типа	
script_error_value_type_doesnt_match_parameter	an error message for a visual scripting language programming block which explains that the type of value being passed to a function doesn't match the type of the parameter it is being passed to	Value type doesn't match parameter type						Тип значения не совпадает с типом параметра	
script_error_function_called_before_declaration	an error message for a visual scripting language programming block which explains that a function has been called before being defined	Function was called before it was declared						Функция вызвана до объявления	
script_error_type_referenced_before_declaration	an error message for a visual scripting language programming block which explains that a type has been referenced before being defined	Type was referenced before it was declared						Тип использован до объявления	
script_error_parameter_referenced_before_declaration	an error message for a visual scripting language programming block which explains that a function parameter has been referenced before being defined	Function parameter was referenced before it was declared						Параметр функции использован до объявления	
script_error_variable_referenced_before_declaration	an error message for a visual scripting language programming block which explains that a variable has been referenced before being defined	Variable was referenced before it was declared						Переменная использована до объявления	
script_error_member_doesnt_belong_to_parameter_type	an error message for a visual scripting language programming block which explains that a parameter's type doesn't have the member that the block is trying to reference	Member doesn't belong to parameter's type						Член не принадлежит типу параметра	
script_error_member_doesnt_belong_to_variable_type	an error message for a visual scripting language programming block which explains that a variable's type doesn't have the member that the block is trying to reference	Member doesn't belong to variable's type						Член не принадлежит типу переменной	
script_error_type_not_supported_in_context	an error message for a visual scripting language programming block which explains that the block doesn't support inputs of that type	Input is an incompatible type						Несовместимый тип входа	
script_error_input_types_mismatch	an error message for a visual scripting language programming block which explains that the inputs to the block are a combination of types that it cannot process	Input's type is incompatible with another input's type						Тип входа несовместим с типом другого входа	
script_error_expected_value	an error message for a visual scripting language programming block which explains that a value is expected	Expecting a value						Ожидается значение	
script_error_expected_boolean_value	an error message for a visual scripting language programming block which explains that a boolean value is expected	Expecting a boolean value						Ожидается логическое значение	
script_error_expected_integer_value	an error message for a visual scripting language programming block which explains that an integer value is expected	Expecting an integer value						Ожидается целое значение	
script_error_expected_float_value	an error message for a visual scripting language programming block which explains that a float value is expected	Expecting a fractional value						Ожидается дробное значение	
script_error_expected_string_value	an error message for a visual scripting language programming block which explains that a string value is expected	Expecting a string value						Ожидается строковое значение	
script_error_expected_list_value	an error message for a visual scripting language programming block which explains that a list value is expected	Expecting a list value						Ожидается значение-список	
script_error_expected_integer_or_float_value	an error message for a visual scripting language programming block which explains that a numeric value is expected	Expecting an integer or fractional value						Ожидается целое или дробное значение	
script_error_expected_string_or_list_value	an error message for a visual scripting language programming block which explains that a string or list is expected	Expecting a string or list value						Ожидается строка или список	
script_error_missing_connected_element	an error message for a visual scripting language programming block which explains that another element should be connected to this one	Missing connected element						Отсутствует подключённый элемент	
script_error_connected_element_broken	an error message for a visual scripting language programming block which explains that a connected element is in error state	Connected element has an error						В подключённом элементе ошибка	
script_error_not_writable_value	an error message for a visual scripting language programming block which explains that a read only value cannot be written to	Value is read only						Значение только для чтения	
script_error_not_readable_value	an error message for a visual scripting language programming block which explains that a write only value cannot be read from	Value is write only						Значение только для записи	
script_error_cant_read_value_from_connected_component	an error message for a visual scripting language programming block which explains that the component which is the source of the value cnanot be located	Cannot read value from connected component						Не удаётся прочитать значение из подключённого компонента	
script_error_identifier_empty	an error messgae for a programmatic identifier which explains that the identifier is an empty string	Identifier has not been set						Идентификатор не задан	
script_error_identifer_begins_with_invalid_character	an error message for a programmatic identifier which explains that the identifier begins with an invlid character	Identifier does not begin with an alphabetic character or an underscore						Идентификатор должен начинаться с буквы или подчёркивания	
duplicate_save_title	a title summarising the act of saving a vehicle from the clipboard to file	SAVE CLIPBOARD VEHICLE						СОХРАНИТЬ ТРАНСПОРТ ИЗ БУФЕРА	
